adjective1,adjective2
cold,warm
lovely,ugly
dim,light
rustic,urban
perpendicular,oblique
secret,open
unsuccessful,successful
latent,active
ethical,unethical
ready,unwilling
infrasonic,ultrasonic
imaginative,practical
second,first
symmetric,asymmetric
commonplace,unusual
profitable,unprofitable
dreadful,good
dextral,sinistral
psychological,physical
tubular,solid
muddy,clean
hydrous,anhydrous
divisible,indivisible
central,peripheral
pro,anti
narrow,wide
gay,heterosexual
atomic,big
mechanical,atomic
permanent,reversible
marginal,wide
systemic,local
dumb,smart
classified,unclassified
nonmetallic,metallic
paved,unpaved
marginal,central
shameful,honorable
protogynous,protandrous
rural,urban
protective,tough
macroscopic,small
nonpublic,public
dry,humorless
dangerous,safe
top,bottom
early,present
dual,singular
junior,senior
coloured,white
crystalline,amorphous
local,universal
developed,undeveloped
semiarid,wet
unregulated,regulated
distal,proximal
intermittent,constant
limited,infinite
livid,dark
commensurate,incommensurate
newborn,old
polar,equatorial
sick,strong
excessive,insufficient
interdependent,independent
monochromatic,polychromatic
specific,nonspecific
reactive,unreactive
saline,fresh
immediate,distant
harsh,pleasant
ready,unprepared
enormous,small
conversational,formal
ductile,brittle
spacious,small
mechanical,electronic
exotic,native
solid,diversified
persistent,sporadic
inaccurate,accurate
loud,soft
natural,adoptive
experienced,inexperienced
tense,lax
famous,unknown
staminate,pistillate
organic,functional
bigamous,monogamous
preliminary,final
teenage,old
antiquated,new
insectivorous,herbivorous
heavy,shallow
hydrophilic,hydrophobic
mixed,homogenous
adverse,favourable
separate,joint
overweight,thin
alcoholic,nonalcoholic
hypersonic,supersonic
innocent,sophisticated
mineral,organic
horizontal,vertical
solid,broken
excessive,deficient
free,bound
multilingual,monolingual
prosperous,poor
past,future
monosyllabic,polysyllabic
clean,unclean
mischievous,serious
major,minor
real,intangible
defective,normal
right,center
flat,bright
empirical,theoretic
fallible,infallible
talkative,quiet
deep,high
simultaneous,asynchronous
strong,regular
elementary,difficult
retroactive,proactive
fertile,infertile
unfavourable,favourable
singular,familiar
inside,outside
clear,confused
wrong,appropriate
sinistral,dextral
moot,relevant
applicable,irrelevant
antenatal,postnatal
evil,virtuous
willing,unwilling
limited,unlimited
secret,overt
uncertain,reliable
unclear,clear
cyclic,acyclic
boring,interesting
ineligible,legal
wild,civilized
far,left
black,overt
grand,little
parallel,asynchronous
incorrect,accurate
elective,appointive
uninhabited,inhabited
typical,uncharacteristic
treble,low
excessive,moderate
modern,dated
red,uncolored
neutral,negative
ripe,immature
underdeveloped,industrial
wee,big
warm,cool
functional,organic
light,important
extended,small
colloquial,literary
fast,rough
fragile,significant
incongruous,congruous
striped,plain
red,achromatic
smart,stupid
plagal,authentic
ancient,new
flimsy,sturdy
active,uninvolved
suitable,unfit
vast,small
rare,common
intermittent,continual
small,unlimited
subsonic,supersonic
ordinal,cardinal
little,big
tiny,big
junior,old
standby,primary
populated,uninhabited
liberal,right
incompatible,compatible
personal,impersonal
unauthorised,authorised
impressive,unimpressive
neoliberal,conservative
open,inactive
unfavorable,favorable
untimely,timely
maritime,inland
immature,mature
reachable,unreachable
substantive,procedural
chronic,short
inarticulate,articulate
uncoated,coated
new,old
bold,timid
paid,unpaid
informal,official
advanced,retarded
material,immaterial
historical,future
sonic,supersonic
national,local
appropriate,inappropriate
steep,low
literal,figurative
inhuman,human
worthless,valuable
crazy,sane
original,derived
quantitative,syllabic
moral,immoral
separate,attached
procedural,substantive
alternate,opposite
foreign,domestic
immoral,moral
mobile,fixed
official,informal
thermonuclear,conventional
dioecious,monoecious
final,opening
precise,imprecise
dihedral,anhedral
rebellious,loyal
starboard,port
customary,unusual
mediocre,good
unstable,constant
good,nasty
limitless,limited
biological,adoptive
bisexual,homosexual
particular,secondary
extraordinary,regular
incurable,curable
local,national
liberal,conservative
gabled,hipped
sticky,easy
supernatural,natural
large,invisible
prepared,unprepared
friendly,hostile
definite,uncertain
adaptive,maladaptive
extensive,intensive
mathematical,verbal
strong,vulnerable
old,young
viable,impossible
reasonable,unreasonable
hooked,straight
clouded,clear
outdated,current
outside,inside
redundant,necessary
true,false
unrestricted,private
hideous,beautiful
embryonic,late
synthetic,analytical
perennial,annual
outboard,inboard
confused,organized
timid,bold
imaginary,actual
eternal,temporary
physical,immaterial
enforceable,unenforceable
unsized,sized
lenient,strict
grand,poor
joint,separate
voiced,unvoiced
retired,active
odd,even
thin,wide
top,side
minor,adult
bipolar,unipolar
plain,fancy
allopatric,sympatric
denotative,connotative
petite,large
nude,clad
fictitious,real
wide,narrow
sufficient,insufficient
cowardly,brave
unofficial,official
homothallic,heterothallic
dense,thin
covered,uncovered
naughty,good
flexible,sturdy
recreational,professional
universal,specific
nervous,relaxed
old,new
minus,plus
southwestern,eastern
natural,abnormal
decisive,indecisive
qualified,unqualified
polar,hot
divergent,convergent
affected,unaffected
unauthorized,official
preferable,undesirable
distinguishable,indistinguishable
unselfish,selfish
drab,colorful
lifeless,full
extra,scheduled
leftist,right
alto,low
sandy,argillaceous
flimsy,strong
familiar,distant
trustworthy,untrustworthy
professional,amateur
multiple,single
irreducible,reducible
powerless,powerful
conspicuous,obscure
able,incompetent
critical,dispensable
bilateral,asymmetrical
light,fat
incongruent,congruent
outermost,inner
last,initial
loose,firm
much,less
inappropriate,appropriate
mild,strong
blunt,pointed
legal,ineligible
sluggish,active
patriarchal,matriarchal
solid,gaseous
squarish,circular
bicameral,unicameral
close,distant
orthogonal,related
indefinite,certain
localized,systemic
federal,southern
wicked,virtuous
immune,susceptible
able,unfit
lawful,criminal
comfortable,uncomfortable
infantile,old
right,parallel
clear,obscure
thick,tall
indigenous,foreign
general,specific
secondhand,new
real,false
southern,northern
milky,clear
fake,natural
serious,playful
inalienable,alienable
stale,fresh
maximum,minimal
male,feminine
other,same
black,clean
condescending,arrogant
limited,comprehensive
single,widowed
cold,live
white,evil
rainy,dry
leaden,light
cosmic,small
terrestrial,amphibious
formal,unofficial
sickly,healthy
eccentric,concentric
pseudonymous,anonymous
atomic,conventional
intense,mild
nominal,real
conservative,radical
centripetal,centrifugal
sloping,steep
trivial,serious
inclined,vertical
automatic,voluntary
expensive,cheap
broken,smooth
natural,flat
aboriginal,late
slender,thick
clear,gross
next,previous
perinatal,postnatal
solid,clear
unskilled,skilled
big,little
regular,goofy
quiet,active
emotional,intellectual
recessive,dominant
straight,bisexual
massive,small
worthless,good
untitled,noble
incapable,adequate
trivial,significant
sound,unsound
weighted,light
masculine,feminine
squat,high
general,uncommon
insecure,secure
acceptable,bad
tart,sweet
homologous,analogous
underwater,amphibious
glossy,dull
contradictory,supportive
excellent,inferior
concurrent,asynchronous
unconscious,awake
extraordinary,common
eligible,ineligible
rigid,flexible
sweet,salty
microscopic,invisible
unknowable,knowable
silvery,dull
broad,unclear
automatic,manual
everyday,formal
constructive,destructive
real,imaginary
indistinguishable,different
indifferent,superior
mental,mechanical
erect,soft
nervous,calm
furred,hairless
hypothetical,empirical
tired,original
parental,filial
pedunculate,sessile
smooth,difficult
broad,narrow
constructive,neutral
unimpressive,impressive
flat,uneven
sinful,holy
coloured,uncoloured
asymmetric,symmetric
warm,dull
memorable,forgettable
surplus,necessary
far,short
passive,aggressive
swampy,dry
absolute,comparative
effective,inactive
express,local
fanciful,real
outside,inner
finite,infinite
polite,uncivil
modern,classical
poetic,literal
infinitesimal,large
palatal,hard
special,common
high,grave
easy,steep
narrow,broad
warlike,peaceful
flat,natural
harsh,light
diurnal,nocturnal
little,loud
tight,loose
apathetic,interested
premature,late
ephemeral,permanent
hot,inactive
opposite,alternate
pretty,ugly
plausible,implausible
lazy,busy
monoecious,dioecious
big,humble
acceptable,unacceptable
artificial,genuine
live,animated
natural,supernatural
noncompetitive,competitive
false,correct
subordinate,independent
infertile,fertile
paperback,hardback
ancient,recent
authorized,unauthorized
shy,bold
savage,civilized
barbarous,civilized
bulky,small
new,obsolete
lowercase,uppercase
igneous,sedimentary
untruthful,truthful
solid,bad
anticlinal,synclinal
blue,southern
spiritual,corporeal
pro,con
caucasian,black
intercontinental,continental
supportive,unsupportive
separate,connected
long,scarce
nett,gross
homogeneous,heterogeneous
truthful,false
fantastic,realistic
stale,original
dark,white
outside,internal
proximate,distant
imbricate,smooth
hilly,plain
supersonic,subsonic
undesirable,desirable
rough,cut
credible,incredible
inadequate,adequate
brave,timid
virtual,real
uninformed,informed
furthest,near
frequent,uncommon
popular,anonymous
nontraditional,traditional
subacute,chronic
exhaustive,incomplete
speedy,slow
thin,thick
optional,mandatory
salty,fresh
improbable,likely
reluctant,willing
famous,obscure
ideal,concrete
infrared,visible
full,thin
guilty,innocent
big,small
southeast,north
oversize,small
east,west
false,valid
backward,progressive
synclinal,anticlinal
close,loose
ashamed,proud
unmarried,married
consonantal,vocalic
exact,incorrect
competent,incompetent
oblong,short
manned,unmanned
poetic,prosaic
complete,unfinished
passable,impassable
endogamous,exogamous
existential,metaphysical
microscopic,macroscopic
socialistic,capitalistic
improper,proper
democratic,autocratic
polytheistic,monotheistic
northwestern,south
ordinary,special
humble,proud
unsafe,safe
immiscible,miscible
annual,biennial
immense,little
noble,reactive
center,right
benign,malignant
reputable,disreputable
arrogant,humble
slender,wide
wild,safe
incidental,essential
fuzzy,logical
vague,distinct
dissimilar,similar
mental,healthy
plain,attractive
despotic,democratic
instantaneous,slow
surreal,realistic
colored,white
extraordinary,usual
whole,abstract
void,full
rough,polished
adiabatic,diabatic
spongy,hard
crossbred,purebred
feasible,infeasible
mortal,immortal
longitudinal,short
downstream,upstream
square,round
upside,downside
durable,perishable
fantastical,real
innocent,guilty
masochistic,sadistic
light,sufficient
acid,alkaline
varied,uniform
marine,amphibious
extroverted,introverted
solid,liquid
unpopular,popular
sane,insane
undeserving,deserving
foreign,native
nonlinear,linear
clean,hard
hypertonic,hypotonic
monopolistic,competitive
convoluted,simple
static,kinetic
angry,pleased
sessile,pedunculate
dry,drunk
overweight,underweight
exogamous,endogamous
vacant,full
legal,illegal
frigid,hot
medial,lateral
absurd,true
argillaceous,sandy
vague,clear
close,remote
gray,young
absent,present
interim,permanent
pure,applied
remarkable,ordinary
minute,large
little,tall
bad,superior
indistinguishable,distinguishable
synthetic,natural
intrusive,extrusive
center,left
same,different
easy,hard
common,individual
invalid,valid
semicircular,straight
amusing,serious
unable,stiff
cool,warm
clear,opaque
active,dormant
syllabic,quantitative
topical,general
indistinct,distinct
severe,good
collateral,lineal
compressible,incompressible
vernal,autumnal
inferior,standard
thin,fat
chromatic,diatonic
applied,theoretical
unrighteous,righteous
productive,unproductive
out,safe
negative,nonnegative
supplementary,primary
superficial,profound
taboo,profane
oversized,little
endless,short
advanced,middle
incompetent,good
global,national
sedentary,migratory
decrepit,new
pelagic,benthic
disruptive,quiet
hollow,solid
costly,cheap
limited,limitless
single,divorced
super,small
gigantic,little
proximal,distal
inexact,exact
monstrous,small
thin,spirited
single,married
concentric,eccentric
reasonable,arbitrary
external,domestic
public,single
excellent,fair
monounsaturated,saturated
odd,usual
functional,nonfunctional
fat,thin
half,whole
unemployed,employed
temporary,permanent
actual,possible
clear,unclear
singular,multiple
material,moral
insecure,confident
powerful,powerless
negative,neutral
turbid,clear
due,undue
deliberate,unintended
unfashionable,fashionable
singular,ordinary
big,invisible
independent,subordinate
religious,irreligious
false,real
uncontroversial,controversial
pale,red
bad,sound
attached,detached
plebeian,noble
bourgeois,socialist
unusual,usual
local,widespread
profane,holy
alicyclic,aliphatic
interscholastic,intramural
harmless,harmful
frequent,infrequent
senior,young
boreal,southern
northernmost,south
frosted,clear
individual,shared
communal,individual
significant,unimportant
beautiful,ugly
chronic,unusual
skeptical,credulous
light,dark
puffy,small
concentrated,diluted
cylindrical,angular
obese,lean
opaque,transparent
colossal,small
dense,light
proactive,reactive
awful,good
used,new
autumnal,vernal
warm,far
physical,psychological
isolated,connected
worried,easy
proud,ashamed
new,shabby
painless,painful
accentual,syllabic
parallel,oblique
carnivorous,herbivorous
black,diluted
progressive,backward
awkward,comfortable
heterozygous,homozygous
shiny,dull
untrue,correct
marshy,dry
spare,ample
new,worn
initial,final
white,full
chilly,hot
haploid,diploid
correct,incorrect
additive,subtractive
beneficial,unfavourable
specified,unspecified
extant,extinct
lesbian,heterosexual
specific,generic
indirect,direct
snobbish,public
resistant,absorbent
aggregate,single
mean,nice
cloudy,distinct
northeast,south
elastic,inelastic
migratory,resident
canonical,apocryphal
deceased,live
defunct,alive
sensitive,insensitive
fictitious,genuine
asymmetric,symmetrical
unrelated,related
hypotonic,isotonic
identical,fraternal
international,domestic
traditional,untraditional
instrumental,vocal
cheap,generous
natural,sharp
tough,tender
unplanned,planned
fictional,nonfictional
monolingual,multilingual
equal,unequal
statutory,illegal
loose,fast
upper,low
elder,junior
green,neutral
heterodox,orthodox
armoured,unarmoured
reformed,orthodox
unpolished,polished
abundant,rare
selfish,altruistic
pale,dark
unplayable,playable
magical,natural
unhappy,fortunate
tall,low
immortal,mortal
sharp,dull
partial,complete
tight,leaky
individualistic,common
wonderful,ordinary
immaterial,important
frustrated,successful
subtle,tangible
decent,indecent
professional,lay
pendulous,erect
natural,unnatural
occupied,unoccupied
bilingual,monolingual
prosaic,poetic
immutable,mutable
happy,sad
permanent,temporary
covered,bare
unfavourable,good
windy,slow
upright,horizontal
future,present
unsound,sound
small,big
deficient,sufficient
iambic,trochaic
back,front
plastic,elastic
unacceptable,acceptable
utopian,realistic
free,unfree
open,unavailable
granular,fine
digital,analog
democratic,monarchical
amateur,professional
unintelligible,clear
focused,unfocused
constitutional,unconstitutional
competent,inadequate
serious,easy
bad,mild
reliant,independent
advanced,low
fair,extraordinary
virulent,avirulent
asleep,awake
bumpy,smooth
small,old
spectral,natural
uncomfortable,comfortable
voluminous,small
troubled,quiet
tough,good
nearsighted,farsighted
beneficial,disadvantageous
tough,delicate
christian,agnostic
local,express
persistent,deciduous
communal,single
astronomical,small
mature,childish
irreligious,religious
main,dependent
conscious,unaware
superhuman,human
free,occupied
chaotic,organized
middle,early
anal,oral
improbable,probable
strict,tolerant
prepared,unwilling
fine,harsh
armored,unarmored
dead,sensitive
innocent,harmful
inferior,top
painful,good
anhydrous,hydrous
professional,amateurish
agricultural,urban
positive,uncertain
mandatory,optional
messy,neat
unusual,ordinary
endemic,cosmopolitan
intermediate,immediate
certain,uncertain
big,immature
wholesome,unwholesome
fresh,salty
aquatic,terrestrial
rational,physical
inshore,offshore
small,loud
neutral,aligned
opposite,analogous
secondary,primary
unfamiliar,common
adequate,inadequate
achromatic,chromatic
formal,informal
independent,partisan
black,light
honest,dishonest
unfinished,finished
malignant,benign
ventral,dorsal
rapid,slow
opaque,brilliant
psychic,physical
undivided,divided
somatic,mental
noticeable,weak
unlawful,legitimate
serrated,smooth
married,unmarried
normal,abnormal
pathological,healthy
contiguous,distant
rough,refined
bearded,shaven
ill,good
primary,incidental
optimistic,pessimistic
intelligent,naive
subtle,palpable
secondary,major
delicate,tough
elaborate,plain
mature,green
immediate,past
live,recorded
cosmetic,functional
nonprofit,commercial
sweet,dry
poisonous,edible
vertical,inclined
effective,potential
educated,uneducated
true,inaccurate
high,sober
unhealthy,healthy
separable,inseparable
unmanned,manned
supranational,national
undivided,fractional
extraordinary,normal
incommensurate,commensurate
immobile,mobile
surrogate,biological
polychromatic,monochromatic
analytical,synthetic
involved,uninvolved
large,inconspicuous
rainy,clear
deep,close
approximate,exact
benthic,planktonic
authoritarian,democratic
angry,calm
docile,wild
intellectual,physical
superior,inferior
exclusive,inclusive
young,mature
present,future
limited,unrestricted
critical,uncritical
puffy,little
subatomic,large
subordinate,dominant
previous,future
corporeal,mental
intolerant,tolerant
defunct,operative
intrinsic,external
last,first
mixed,segregated
bound,unbound
toxic,nontoxic
repulsive,attractive
opaque,clear
charming,natural
general,particular
irrelevant,relative
comfortable,narrow
cheerful,pessimistic
uncommon,ordinary
amorphous,organic
molar,molecular
socialist,capitalist
mutable,immutable
common,noble
gentle,intense
unholy,holy
insensitive,sensitive
abrupt,smooth
capable,incapable
irregular,perfect
amphoteric,acidic
exclusionary,inclusionary
deciduous,evergreen
novel,old
planetary,national
unavailable,available
ridiculous,serious
old,immature
intransitive,transitive
conceptual,concrete
sexual,nonsexual
constant,variable
prominent,inconspicuous
actual,fictitious
ugly,good
limp,stiff
unicameral,bicameral
unincorporated,organized
mixed,homogeneous
good,bad
heterogeneous,homogeneous
rotten,good
arid,wet
next,last
early,old
stereophonic,monaural
consistent,contradictory
inconsequential,important
lawful,illegal
historic,legendary
ignorant,informed
wooded,treeless
periodic,irregular
proper,inappropriate
unrealistic,realistic
inferior,superior
late,middle
affordable,expensive
former,subsequent
ephemeral,eternal
bodily,mental
onshore,offshore
terrible,ordinary
savage,civilised
direct,indirect
digital,linear
unthinkable,thinkable
reduced,high
light,heavy
archaic,new
subtractive,additive
bad,standard
amusing,sad
anhydrous,hydrated
prenatal,postnatal
general,precise
extraordinary,everyday
telic,atelic
centrist,left
ultrasonic,audible
live,dummy
steady,unstable
young,experienced
corporate,separate
wild,tame
mild,harsh
viable,dead
steep,gradual
similar,different
audible,inaudible
insignificant,important
near,remote
false,true
faithful,unfaithful
ordinary,uncommon
incorrect,grammatical
counterclockwise,clockwise
hard,fresh
edible,inedible
unusual,common
upstream,downstream
brilliant,dull
good,evil
subdued,loud
natural,affected
progressive,regressive
unidimensional,multidimensional
sure,unsure
naive,sophisticated
mild,severe
extensive,small
unused,active
offensive,defensive
female,masculine
extreme,close
hot,bad
previous,subsequent
adjusted,unadjusted
painful,painless
common,refined
subordinate,superior
unskilled,good
impermissible,permissible
hot,cold
political,nonpolitical
exotic,familiar
typical,abnormal
measurable,infinite
undue,due
like,pet
round,thin
unbounded,finite
dead,living
sufficient,deficient
sticky,dry
dark,blond
incorrect,right
transient,permanent
isotropic,anisotropic
ongoing,future
unenforceable,enforceable
uncoloured,coloured
fresh,old
rough,smooth
unimproved,improved
wide,closed
armed,unarmed
eastern,west
inorganic,organic
principal,subordinate
crooked,straight
indifferent,concerned
supreme,subordinate
dismissive,interested
creative,destructive
intentional,unintentional
salty,sweet
composite,simple
acidic,amphoteric
plus,minus
low,refined
happy,unfortunate
common,superior
transitory,permanent
outgoing,incoming
everyday,strange
ultimate,first
big,mild
wrong,outside
last,best
stubby,long
uninvolved,involved
spiritual,bodily
internal,exterior
elusive,easy
resistant,susceptible
extraordinary,ordinary
untraditional,traditional
bored,interested
insignificant,significant
inboard,outboard
subterranean,open
light,thick
connotative,denotative
corporeal,incorporeal
disorderly,orderly
overall,specific
lay,professional
pure,impure
required,optional
volcanic,intrusive
soft,stony
small,large
violent,natural
marked,unmarked
lifelong,short
fancy,plain
descriptive,prescriptive
literal,false
lateral,mesial
double,single
unleaded,leaded
idiographic,nomothetic
spurious,genuine
nude,clothed
untrustworthy,trustworthy
lightweight,important
crude,refined
balanced,unbalanced
atypical,normal
cold,mild
violent,gentle
legitimate,illegitimate
synchronous,asynchronous
flat,erect
annoyed,pleased
frozen,unfrozen
nonessential,essential
palmate,simple
uninterested,interested
alternative,primary
free,enslaved
dictatorial,democratic
tractable,intractable
bankrupt,solvent
cold,original
meaningless,meaningful
autonomic,voluntary
matriarchal,patriarchal
unstable,stable
compressed,thick
octogenarian,young
untalented,talented
significant,insignificant
visionary,practical
determinate,indeterminate
syllabic,accentual
smooth,hard
rough,exact
mammoth,small
unreal,real
angular,straight
soft,resistant
automated,manual
interested,uninvolved
responsible,irresponsible
loose,responsible
last,likely
diploid,haploid
plain,ornate
latter,aforementioned
sure,uncertain
abaxial,adaxial
brackish,sweet
light,demanding
qualitative,quantitative
aerial,real
dolichocephalic,brachycephalic
immense,small
essential,incidental
serrate,smooth
unloaded,loaded
foul,fair
delicate,easy
fleshy,slender
ineffective,effective
youthful,old
kind,cruel
close,generous
unpaid,professional
unfocused,focused
mental,physical
nocturnal,diurnal
vast,narrow
tropical,cold
sacred,profane
inclined,horizontal
offensive,inoffensive
taxable,exempt
refreshing,old
interested,uninterested
compatible,incompatible
mistaken,correct
deductive,inductive
logical,illogical
transferable,inalienable
accurate,incorrect
common,extraordinary
unipolar,bipolar
silent,noisy
noisy,silent
cool,uncool
painful,pleasant
deciduous,persistent
negative,good
illusory,real
impervious,pervious
spiritual,temporal
illiterate,educated
gentle,wild
conscious,unconscious
excited,calm
convenient,inconvenient
streaked,plain
temporary,eternal
standard,irregular
unripe,ripe
external,internal
unhappy,happy
uncooked,cooked
terrestrial,arboreal
viscous,thin
variant,same
profound,superficial
sportive,serious
overt,covert
tricky,easy
voluntary,compulsory
perpendicular,horizontal
standard,nonstandard
antagonistic,synergistic
wavy,straight
worldly,naive
oral,written
resident,migratory
inexpensive,expensive
analog,digital
asexual,sexual
intuitive,deductive
present,past
gradual,abrupt
harsh,fine
wicked,righteous
healthy,unhealthy
diminutive,large
assortative,disassortative
herbivorous,omnivorous
overcast,clear
landlocked,coastal
common,formal
correct,inaccurate
good,distant
black,fortunate
genuine,counterfeit
bright,dark
exceptional,ordinary
round,exact
hazardous,safe
quantitative,qualitative
selfish,selfless
tilted,vertical
bisexual,female
sonic,subsonic
arenaceous,argillaceous
sharp,pleasant
venial,mortal
experienced,green
dead,active
divine,earthly
fraternal,paternal
accessible,inaccessible
flippant,serious
highbrow,lowbrow
sad,joyful
translucent,opaque
grey,young
economic,inefficient
soft,tough
mischievous,harmless
venerable,young
indecent,decent
original,secondary
steady,unsteady
terrible,good
dishonorable,honorable
bright,dim
amorphous,crystalline
longish,short
theoretical,empirical
glad,sad
porous,impermeable
bad,genuine
inductive,deductive
thick,thin
blue,neutral
ineligible,eligible
covert,overt
bare,covered
predictable,unpredictable
practical,theoretical
new,experienced
biennial,perennial
operational,inactive
gigantic,small
cool,awkward
popular,classic
insectivorous,carnivorous
smooth,bumpy
divisional,whole
farthest,close
abundant,scarce
blank,full
related,unrelated
inclined,perpendicular
atomic,large
destructive,creative
unfulfilled,successful
acyclic,cyclic
glacial,hot
uncertain,certain
rainy,sunny
slow,fast
crenulate,smooth
responsive,unresponsive
polished,unpolished
acid,alkali
whole,half
regular,infrequent
mesial,distal
negative,affirmative
undemocratic,democratic
quiet,noisy
adverse,favorable
far,close
slim,big
brittle,flexible
much,few
clockwise,counterclockwise
sour,sweet
infallible,fallible
gentle,steep
unlawful,legal
unattractive,attractive
crude,late
coniferous,deciduous
divergent,parallel
oviparous,viviparous
immature,old
frozen,liquid
unconventional,conventional
fruitful,barren
obligate,facultative
mistaken,right
unrestricted,restricted
patrilineal,matrilineal
rural,suburban
lazy,active
destructive,productive
normative,descriptive
vegetative,sexual
reverse,normal
unfeasible,possible
lean,fat
common,strange
hard,diffuse
happy,unhappy
sinuous,straight
unarmed,armed
disadvantaged,privileged
reluctant,eager
unpleasant,pleasant
diagonal,vertical
unsound,valid
heavy,clear
smallish,large
unique,usual
vulnerable,invulnerable
equatorial,polar
blue,cheerful
lean,rich
moderate,extreme
long,little
fluorescent,dark
herbivorous,insectivorous
upcoming,present
renowned,unknown
monogenetic,polygenetic
ipsilateral,contralateral
catholic,narrow
median,peripheral
nationalistic,international
physiological,mental
wasteful,efficient
traditionalist,liberal
alive,dead
warm,frozen
periodic,aperiodic
plural,singular
positive,negative
specific,overall
moderate,intense
open,protected
identical,distinct
innocent,corrupt
large,tiny
slender,large
inconceivable,conceivable
low,loud
dry,sweet
secondary,dominant
democratic,aristocratic
traditional,unorthodox
mesic,xeric
matrilocal,patrilocal
gross,specific
usual,odd
extended,little
different,similar
wrong,right
solitary,social
cosmopolitan,endemic
proportionate,disproportionate
tedious,interesting
loaded,empty
logical,inconsistent
widespread,specific
rare,thick
articulate,inarticulate
gaseous,liquid
isolated,integrated
specific,universal
playable,unplayable
polite,rude
affectionate,stern
infinite,finite
undersized,large
separate,collective
embryonic,mature
extensive,little
brackish,fresh
uniform,heterogeneous
anti,pro
masculine,neuter
binaural,monaural
civil,uncivil
useless,useful
naive,informed
aperiodic,periodic
relational,absolute
plain,patterned
familiar,strange
premier,last
coastal,inland
passive,active
immediate,slow
inaccessible,available
comprehensive,exclusive
achievable,impossible
maximum,minimum
intrastate,interstate
workable,impossible
impolite,polite
unnecessary,necessary
bloodless,bloody
leaky,tight
inedible,edible
medium,raw
mountainous,small
farsighted,nearsighted
white,colourful
fleshy,bony
commensurable,incommensurable
brutal,humane
northeastern,south
moist,dry
dark,cheerful
original,last
contradictory,compatible
ultimate,proximate
important,unimportant
unwise,wise
unsteady,steady
incompatible,consistent
reclusive,public
safe,unsafe
insane,sane
permeable,impermeable
fried,raw
median,distal
unfamiliar,familiar
sexless,sexual
distinct,same
passive,violent
lyric,dramatic
online,offline
malign,benign
subdued,bright
incompetent,competent
optional,obligatory
manual,automatic
relative,absolute
early,late
single,double
uniform,irregular
costly,inexpensive
explosive,stable
superior,junior
contrary,favourable
cloudy,clear
proactive,passive
wide,accurate
collateral,direct
tangible,intangible
harmful,beneficial
aromatic,aliphatic
comparable,incomparable
northwest,south
premiere,last
comic,tragic
sadistic,masochistic
hypothetical,actual
stout,thin
cooperative,separate
sober,intoxicated
remote,close
hellish,heavenly
unobtainable,available
consistent,heterogeneous
gray,immature
pleasant,unpleasant
normal,paranormal
tame,wild
explicit,implicit
democratic,undemocratic
connected,wireless
xeric,mesic
lengthy,short
orthodox,heretical
contingent,impossible
contemporary,archaic
false,honest
free,exact
simple,compound
unable,strong
cerebral,emotional
elementary,hard
synthetic,analytic
eccentric,conventional
polar,same
monochromatic,colorful
unwholesome,wholesome
little,large
incredible,credible
unknown,known
super,little
available,unavailable
known,unknown
minimal,maximum
outside,indoor
logical,irrational
direct,alternating
individual,common
unlucky,lucky
innocent,criminal
